#id sdkAdded compatAdded codepoints
F03FD 20 1 1F1F2 1F1E6
F03FE 20 1 1F1F2 1F1E8
F03FF 20 1 1F1F2 1F1E9
F0400 20 1 1F1F2 1F1EA
F0401 20 1 1F1F2 1F1EC
F0402 20 1 1F1F2 1F1ED
F0403 20 1 1F1F2 1F1F0
F0404 20 1 1F1F2 1F1F1
F0405 20 1 1F1F2 1F1F2
F0406 20 1 1F1F2 1F1F3
F0407 20 1 1F1F2 1F1F4
F0408 20 1 1F1F2 1F1F5
F0409 20 1 1F1F2 1F1F7
F040A 20 1 1F1F2 1F1F8
F040B 20 1 1F1F2 1F1F9
F040C 20 1 1F1F2 1F1FA
F040D 20 1 1F1F2 1F1FB
F040E 20 1 1F1F2 1F1FC
F040F 20 1 1F1F2 1F1FD
F0410 20 1 1F1F2 1F1FE
F0411 20 1 1F1F2 1F1FF
F0412 20 1 1F1F3 1F1E6
F0413 20 1 1F1F3 1F1EA
F0414 20 1 1F1F3 1F1EB
F0415 20 1 1F1F3 1F1EC
F0416 20 1 1F1F3 1F1EE
F0417 20 1 1F1F3 1F1F1
F0418 20 1 1F1F3 1F1F4
F0419 20 1 1F1F3 1F1F5
F041A 20 1 1F1F3 1F1F7
F041B 20 1 1F1F3 1F1FA
F041C 20 1 1F1F3 1F1FF
F041D 20 1 1F1F4 1F1F2
F041E 20 1 1F1F5 1F1E6
F041F 20 1 1F1F5 1F1EA
F0420 20 1 1F1F5 1F1EB
F0421 20 1 1F1F5 1F1EC
F0422 20 1 1F1F5 1F1ED
F0423 20 1 1F1F5 1F1F0
F0424 20 1 1F1F5 1F1F1
F0425 20 1 1F1F5 1F1F3
F0426 20 1 1F1F5 1F1F7
F0427 20 1 1F1F5 1F1F8
F0428 20 1 1F1F5 1F1F9
F0429 20 1 1F1F5 1F1FC
F042A 20 1 1F1F5 1F1FE
F042B 20 1 1F1F6 1F1E6
F042C 20 1 1F1F7 1F1F4
F042D 20 1 1F1F7 1F1F8
F042E 20 1 1F1F7 1F1FA
F042F 20 1 1F1F7 1F1FC
F0430 20 1 1F1F8 1F1E6
F0431 20 1 1F1F8 1F1E7
F0432 20 1 1F1F8 1F1E8
F0433 20 1 1F1F8 1F1E9
F0434 20 1 1F1F8 1F1EA
F0435 20 1 1F1F8 1F1EC
F0436 20 1 1F1F8 1F1EE
F0437 20 1 1F1F8 1F1F0
F0438 20 1 1F1F8 1F1F1
F0439 20 1 1F1F8 1F1F2
F043A 20 1 1F1F8 1F1F3
F043B 20 1 1F1F8 1F1F4
F043C 20 1 1F1F8 1F1F7
F043D 20 1 1F1F8 1F1F8
F043E 20 1 1F1F8 1F1F9
F043F 20 1 1F1F8 1F1FB
F0440 20 1 1F1F8 1F1FD
F0441 20 1 1F1F8 1F1FE
F0442 20 1 1F1F8 1F1FF
F0443 20 1 1F1F9 1F1E8
F0444 20 1 1F1F9 1F1E9
F0445 20 1 1F1F9 1F1EC
F0446 20 1 1F1F9 1F1ED
F0447 20 1 1F1F9 1F1EF
F0448 20 1 1F1F9 1F1F0
F0449 20 1 1F1F9 1F1F1
F044A 20 1 1F1F9 1F1F2
F044B 20 1 1F1F9 1F1F3
F044C 20 1 1F1F9 1F1F4
F044D 20 1 1F1F9 1F1F7
F044E 20 1 1F1F9 1F1F9
F044F 20 1 1F1F9 1F1FB
F0450 20 1 1F1F9 1F1FC
F0451 20 1 1F1F9 1F1FF
F0452 20 1 1F1FA 1F1E6
F0453 20 1 1F1FA 1F1EC
F0454 20 1 1F1FA 1F1F8
F0455 20 1 1F1FA 1F1FE
F0456 20 1 1F1FA 1F1FF
F0457 20 1 1F1FB 1F1E6
F0458 20 1 1F1FB 1F1E8
F0459 20 1 1F1FB 1F1EA
F045A 20 1 1F1FB 1F1EC
F045B 20 1 1F1FB 1F1EE
F045C 20 1 1F1FB 1F1F3
F045D 20 1 1F1FB 1F1FA
F045E 20 1 1F1FC 1F1F8
F045F 20 1 1F1FE 1F1EA
F0460 20 1 1F1FF 1F1E6
F0461 20 1 1F1FF 1F1F2
F0462 20 1 1F1FF 1F1FC
F0463 20 1 30 20E3
F0464 23 1 1F58A
F0465 23 1 1F914
F0466 23 1 1F915
F0467 23 1 1F916
F0468 23 1 1F917
F0469 23 1 1F910
F046A 23 1 1F911
F046B 23 1 1F912
F046C 23 1 1F913
F046D 23 1 1F918
F046E 23 1 1F3CE
F046F 23 1 1F3CF
F0470 23 1 1F3CB
F0471 23 1 1F3CC
F0472 23 1 1F590
F0473 23 1 1F596
F0474 23 1 1F6EC
F0475 23 1 1F6EB
F0476 23 1 2638
F0477 23 1 2639
F0478 23 1 1F6D0
F0479 23 1 1F4F8
F047A 23 1 26F7
F047B 23 1 26F4
F047C 23 1 26F1
F047D 23 1 26F0
F047E 23 1 1F587
F047F 23 1 26F8
F0480 23 1 1F5BC
F0481 23 1 1F6F3
F0482 23 1 270D
F0483 23 1 1F579
F0484 23 1 1F3CD
F0485 23 1 1F5B1
F0486 23 1 1F5B2
F0487 23 1 1F54E
F0488 23 1 1F39B
F0489 23 1 1F39A
F048A 23 1 1F39F
F048B 23 1 1F39E
F048C 23 1 1F575
F048D 23 1 1F549
F048E 23 1 1F396
F048F 23 1 1F397
F0490 23 1 1F399
F0491 23 1 1F43F
F0492 23 1 1F3F9
F0493 23 1 1F3F8
F0494 23 1 1F3F7
F0495 23 1 26B1
F0496 23 1 26B0
F0497 23 1 1F3F3
F0498 23 1 1F595
F0499 23 1 1F980
F049A 23 1 1F5F3
F049B 23 1 1F3F5
F049C 23 1 1F3F4
F049D 23 1 1F5FA
F049E 23 1 1F6E5
F049F 23 1 1F37D
F04A0 23 1 1F37E
F04A1 23 1 1F37F
F04A2 23 1 1F573
F04A3 23 1 1F570
F04A4 23 1 1F576
F04A5 23 1 1F577
F04A6 23 1 1F574
F04A7 23 1 1F644
F04A8 23 1 1F54C
F04A9 23 1 1F6E9
F04AA 23 1 1F54B
F04AB 23 1 2328
F04AC 23 1 1F6E4
F04AD 23 1 1F6E3
F04AE 23 1 1F54A
F04AF 23 1 2604
F04B0 23 1 2603
F04B1 23 1 2602
F04B2 23 1 1F6E1
F04B3 23 1 1F6E0
F04B4 23 1 1F5A5
F04B5 23 1 1F6CE
F04B6 23 1 1F6CD
F04B7 23 1 1F6CF
F04B8 23 1 26CF
F04B9 23 1 1F336
F04BA 23 1 1F441
F04BB 23 1 1F5EF
F04BC 23 1 1F3C5
F04BD 23 1 1F4FF
F04BE 23 1 1F5E1
F04BF 23 1 1F5E3
F04C0 23 1 1F983
F04C1 23 1 1F982
F04C2 23 1 1F981
F04C3 23 1 1F5E8
F04C4 23 1 1F984
F04C5 23 1 1F5A8
F04C6 23 1 26F9
F04C7 23 1 1F3FA
F04C8 23 1 1F641
F04C9 23 1 1F642
F04CA 23 1 1F643
F04CB 23 1 2721
F04CC 23 1 26D1
F04CD 23 1 1F3D4
F04CE 23 1 26D3
F04CF 23 1 1F3D6
F04D0 23 1 1F3D1
F04D1 23 1 1F3D2
F04D2 23 1 1F3D9
F04D3 23 1 1F3D8
F04D4 23 1 1F326
F04D5 23 1 1F3DE
F04D6 23 1 1F3DD
F04D7 23 1 1F3DF
F04D8 23 1 1F3DA
F04D9 23 1 1F3DC
F04DA 23 1 1F3DB
F04DB 23 1 2618
F04DC 23 1 1F4FD
F04DD 23 1 1F6E2
F04DE 23 1 1F6F0
F04DF 23 1 23CF
F04E0 23 1 262A
F04E1 23 1 262F
F04E2 23 1 262E
F04E3 23 1 1F58C
F04E4 23 1 2763
F04E5 23 1 271D
F04E6 23 1 1F321
F04E7 23 1 1F327
F04E8 23 1 1F325
F04E9 23 1 1F324
F04EA 23 1 1F329
F04EB 23 1 1F328
F04EC 23 1 2623
F04ED 23 1 2622
F04EE 23 1 2620
F04EF 23 1 2626
F04F0 23 1 1F32C
F04F1 23 1 1F32B
F04F2 23 1 1F32A
F04F3 23 1 1F32F
F04F4 23 1 1F32E
F04F5 23 1 1F32D
F04F6 23 1 23F8
F04F7 23 1 23F9
F04F8 23 1 23F2
F04F9 23 1 23F1
F04FA 23 1 1F5D3
F04FB 23 1 1F5D2
F04FC 23 1 1F5D1
F04FD 23 1 1F9C0
F04FE 23 1 1F578
F04FF 23 1 1F5DC
F0500 23 1 1F5DE
F0501 23 1 1F5DD
F0502 23 1 23FA
F0503 23 1 1F5C4
F0504 23 1 1F5C2
F0505 23 1 1F5C3
F0506 23 1 1F3D5
F0507 23 1 1F3D7
F0508 23 1 269B
F0509 23 1 269C
F050A 23 1 1F6CC
F050B 23 1 1F6CB
F050C 23 1 1F3D0
F050D 23 1 1F3D3
F050E 23 1 2699
F050F 23 1 2692
F0510 23 1 2696
F0511 23 1 2697
F0512 23 1 2694
F0513 23 1 1F54D
F0514 23 1 23EF
F0515 23 1 23EE
F0516 23 1 23ED
F0517 23 1 26C8
F0518 23 1 26E9
F0519 23 1 1F58D
F051A 23 1 2A
F051B 23 1 1F56F
F051C 23 1 1F58B
F051D 23 1 2A 20E3
F051E 23 1 1F441 200D 1F5E8
F051F 23 1 1F468 200D 2764 200D 1F48B 200D 1F468
F0520 23 1 1F468 200D 1F469 200D 1F467 200D 1F467
F0521 23 1 1F468 200D 1F469 200D 1F467 200D 1F466
F0522 23 1 1F468 200D 1F469 200D 1F466 200D 1F466
F0523 23 1 1F468 200D 1F468 200D 1F467 200D 1F467
F0524 23 1 1F468 200D 1F468 200D 1F467 200D 1F466
F0525 23 1 1F468 200D 1F468 200D 1F466 200D 1F466
F0526 23 1 1F468 200D 2764 200D 1F468
F0527 23 1 1F468 200D 1F469 200D 1F467
F0528 23 1 1F468 200D 1F469 200D 1F466
F0529 23 1 1F468 200D 1F468 200D 1F467
F052A 23 1 1F468 200D 1F468 200D 1F466
F052B 23 1 1F469 200D 2764 200D 1F48B 200D 1F469
F052C 23 1 1F469 200D 2764 200D 1F48B 200D 1F468
F052D 23 1 1F469 200D 1F469 200D 1F467 200D 1F467
F052E 23 1 1F469 200D 1F469 200D 1F467 200D 1F466
F052F 23 1 1F469 200D 1F469 200D 1F466 200D 1F466
F0530 23 1 1F469 200D 2764 200D 1F469
F0531 23 1 1F469 200D 2764 200D 1F468
F0532 23 1 1F469 200D 1F469 200D 1F467
F0533 23 1 1F469 200D 1F469 200D 1F466
F0534 24 1 1F98F
F0535 24 1 1F98E
F0536 24 1 1F98D
F0537 24 1 1F91D
F0538 24 1 1F91E
F0539 24 1 1F91B
F053A 24 1 1F91C
F053B 24 1 1F6D1
F053C 24 1 1F6D2
F053D 24 1 1F919
F053E 24 1 1F6F4
F053F 24 1 1F94A
F0540 24 1 1F942
F0541 24 1 1F948
F0542 24 1 1F947
F0543 24 1 1F945
F0544 24 1 1F944
F0545 24 1 1F943
F0546 24 1 1F941
F0547 24 1 1F940
F0548 24 1 1F3FF
F0549 24 1 1F3FE
F054A 24 1 1F3FD
F054B 24 1 1F3FC
F054C 24 1 1F3FB
F054D 24 1 1F990
F054E 24 1 1F949
F054F 24 1 1F987
F0550 24 1 1F91A
F0551 24 1 1F57A
F0552 24 1 1F950
F0553 24 1 1F958
F0554 24 1 1F959
F0555 24 1 1F5A4
F0556 24 1 1F933
F0557 24 1 1F930
F0558 24 1 1F934
F0559 24 1 1F935
F055A 24 1 1F93C
F055B 24 1 1F93A
F055C 24 1 1F93D
F055D 24 1 1F924
F055E 24 1 1F98C
F055F 24 1 1F98B
F0560 24 1 1F98A
F0561 24 1 1F6F6
F0562 24 1 1F6F5
F0563 24 1 1F989
F0564 24 1 1F95C
F0565 24 1 1F926
F0566 24 1 1F95D
F0567 24 1 1F986
F0568 24 1 1F985
F0569 24 1 1F988
F056A 24 1 1F939
F056B 24 1 1F920
F056C 24 1 1F921
F056D 24 1 1F923
F056E 24 1 1F922
F056F 24 1 1F925
F0570 24 1 1F927
F0571 24 1 1F938
F0572 24 1 1F936
F0573 24 1 1F937
F0574 24 1 1F94B
F0575 24 1 1F951
F0576 24 1 1F952
F0577 24 1 1F953
F0578 24 1 1F954
F0579 24 1 1F955
F057A 24 1 1F956
F057B 24 1 1F957
F057C 24 1 1F991
F057D 24 1 1F95A
F057E 24 1 1F95B
F057F 24 1 1F95E
F0580 24 1 1F93E
F0581 24 1 1F1E6 1F1F6
F0582 24 1 1F1E6 1F1E8
F0583 24 1 1F1E7 1F1FB
F0584 24 1 1F1E7 1F1F6
F0585 24 1 1F1E7 1F1F1
F0586 24 1 1F1E8 1F1F5
F0587 24 1 1F1E9 1F1EC
F0588 24 1 1F1EA 1F1ED
F0589 24 1 1F1EA 1F1E6
F058A 24 1 1F1EB 1F1F0
F058B 24 1 1F1EC 1F1F8
F058C 24 1 1F1EC 1F1F5
F058D 24 1 1F1EC 1F1EB
F058E 24 1 1F1ED 1F1F2
F058F 24 1 1F1EE 1F1E8
F0590 24 1 1F1F2 1F1F6
F0591 24 1 1F1F2 1F1EB
F0592 24 1 1F1F3 1F1E8
F0593 24 1 1F1F5 1F1F2
F0594 24 1 1F1F7 1F1EA
F0595 24 1 1F1F8 1F1EF
F0596 24 1 1F1F8 1F1ED
F0597 24 1 1F1F9 1F1EB
F0598 24 1 1F1F9 1F1E6
F0599 24 1 1F1FA 1F1F3
F059A 24 1 1F1FA 1F1F2
F059B 24 1 1F1FC 1F1EB
F059C 24 1 1F1FD 1F1F0
F059D 24 1 1F1FE 1F1F9
F059E 24 1 1F385 1F3FF
F059F 24 1 1F385 1F3FE
F05A0 24 1 1F385 1F3FD
F05A1 24 1 1F385 1F3FC
F05A2 24 1 1F385 1F3FB
F05A3 24 1 1F3C3 1F3FF
F05A4 24 1 1F3C3 1F3FE
F05A5 24 1 1F3C3 1F3FD
F05A6 24 1 1F3C3 1F3FC
F05A7 24 1 1F3C3 1F3FB
F05A8 24 1 1F3C4 1F3FF
F05A9 24 1 1F3C4 1F3FE
F05AA 24 1 1F3C4 1F3FD
F05AB 24 1 1F3C4 1F3FC
F05AC 24 1 1F3C4 1F3FB
F05AD 24 1 1F3CA 1F3FF
F05AE 24 1 1F3CA 1F3FE
F05AF 24 1 1F3CA 1F3FD
F05B0 24 1 1F3CA 1F3FC
F05B1 24 1 1F3CA 1F3FB
F05B2 24 1 1F3CB 1F3FF
F05B3 24 1 1F3CB 1F3FE
F05B4 24 1 1F3CB 1F3FD
F05B5 24 1 1F3CB 1F3FC
F05B6 24 1 1F3CB 1F3FB
F05B7 24 1 1F442 1F3FF
F05B8 24 1 1F442 1F3FE
F05B9 24 1 1F442 1F3FD
F05BA 24 1 1F442 1F3FC
F05BB 24 1 1F442 1F3FB
F05BC 24 1 1F443 1F3FF
F05BD 24 1 1F443 1F3FE
F05BE 24 1 1F443 1F3FD
F05BF 24 1 1F443 1F3FC
F05C0 24 1 1F443 1F3FB
F05C1 24 1 1F446 1F3FF
F05C2 24 1 1F446 1F3FE
F05C3 24 1 1F446 1F3FD
F05C4 24 1 1F446 1F3FC
F05C5 24 1 1F446 1F3FB
F05C6 24 1 1F447 1F3FF
F05C7 24 1 1F447 1F3FE
F05C8 24 1 1F447 1F3FD
F05C9 24 1 1F447 1F3FC
F05CA 24 1 1F447 1F3FB
F05CB 24 1 1F448 1F3FF
F05CC 24 1 1F448 1F3FE
F05CD 24 1 1F448 1F3FD
F05CE 24 1 1F448 1F3FC
F05CF 24 1 1F448 1F3FB
F05D0 24 1 1F449 1F3FF
F05D1 24 1 1F449 1F3FE
F05D2 24 1 1F449 1F3FD
F05D3 24 1 1F449 1F3FC
F05D4 24 1 1F449 1F3FB
F05D5 24 1 1F44A 1F3FF
F05D6 24 1 1F44A 1F3FE
F05D7 24 1 1F44A 1F3FD
F05D8 24 1 1F44A 1F3FC
F05D9 24 1 1F44A 1F3FB
F05DA 24 1 1F44B 1F3FF
F05DB 24 1 1F44B 1F3FE
F05DC 24 1 1F44B 1F3FD
F05DD 24 1 1F44B 1F3FC
F05DE 24 1 1F44B 1F3FB
F05DF 24 1 1F44C 1F3FF
F05E0 24 1 1F44C 1F3FE
F05E1 24 1 1F44C 1F3FD
F05E2 24 1 1F44C 1F3FC
F05E3 24 1 1F44C 1F3FB
F05E4 24 1 1F44D 1F3FF
F05E5 24 1 1F44D 1F3FE
F05E6 24 1 1F44D 1F3FD
F05E7 24 1 1F44D 1F3FC
F05E8 24 1 1F44D 1F3FB
F05E9 24 1 1F44E 1F3FF
F05EA 24 1 1F44E 1F3FE
F05EB 24 1 1F44E 1F3FD
F05EC 24 1 1F44E 1F3FC
F05ED 24 1 1F44E 1F3FB
F05EE 24 1 1F44F 1F3FF
F05EF 24 1 1F44F 1F3FE
F05F0 24 1 1F44F 1F3FD
F05F1 24 1 1F44F 1F3FC
F05F2 24 1 1F44F 1F3FB
F05F3 24 1 1F450 1F3FF
F05F4 24 1 1F450 1F3FE
F05F5 24 1 1F450 1F3FD
F05F6 24 1 1F450 1F3FC
F05F7 24 1 1F450 1F3FB
F05F8 24 1 1F466 1F3FF
F05F9 24 1 1F466 1F3FE
F05FA 24 1 1F466 1F3FD
F05FB 24 1 1F466 1F3FC
F05FC 24 1 1F466 1F3FB
F05FD 24 1 1F467 1F3FF
F05FE 24 1 1F467 1F3FE
F05FF 24 1 1F467 1F3FD
F0600 24 1 1F467 1F3FC
F0601 24 1 1F467 1F3FB
F0602 24 1 1F468 1F3FF
F0603 24 1 1F468 1F3FE
F0604 24 1 1F468 1F3FD
F0605 24 1 1F468 1F3FC
F0606 24 1 1F468 1F3FB
F0607 24 1 1F469 1F3FF
F0608 24 1 1F469 1F3FE
F0609 24 1 1F469 1F3FD
F060A 24 1 1F469 1F3FC
F060B 24 1 1F469 1F3FB
F060C 24 1 1F46E 1F3FF
F060D 24 1 1F46E 1F3FE
F060E 24 1 1F46E 1F3FD
F060F 24 1 1F46E 1F3FC
F0610 24 1 1F46E 1F3FB
F0611 24 1 1F470 1F3FF
F0612 24 1 1F470 1F3FE
F0613 24 1 1F470 1F3FD
F0614 24 1 1F470 1F3FC
F0615 24 1 1F470 1F3FB
F0616 24 1 1F471 1F3FF
F0617 24 1 1F471 1F3FE
F0618 24 1 1F471 1F3FD
F0619 24 1 1F471 1F3FC
F061A 24 1 1F471 1F3FB
F061B 24 1 1F472 1F3FF
F061C 24 1 1F472 1F3FE
F061D 24 1 1F472 1F3FD
F061E 24 1 1F472 1F3FC
F061F 24 1 1F472 1F3FB
F0620 24 1 1F473 1F3FF
F0621 24 1 1F473 1F3FE
F0622 24 1 1F473 1F3FD
F0623 24 1 1F473 1F3FC
F0624 24 1 1F473 1F3FB
F0625 24 1 1F474 1F3FF
F0626 24 1 1F474 1F3FE
F0627 24 1 1F474 1F3FD
F0628 24 1 1F474 1F3FC
F0629 24 1 1F474 1F3FB
F062A 24 1 1F475 1F3FF
F062B 24 1 1F475 1F3FE
F062C 24 1 1F475 1F3FD
F062D 24 1 1F475 1F3FC
F062E 24 1 1F475 1F3FB
F062F 24 1 1F476 1F3FF
F0630 24 1 1F476 1F3FE
F0631 24 1 1F476 1F3FD
F0632 24 1 1F476 1F3FC
F0633 24 1 1F476 1F3FB
F0634 24 1 1F477 1F3FF
F0635 24 1 1F477 1F3FE
F0636 24 1 1F477 1F3FD
F0637 24 1 1F477 1F3FC
F0638 24 1 1F477 1F3FB
F0639 24 1 1F478 1F3FF
F063A 24 1 1F478 1F3FE
F063B 24 1 1F478 1F3FD
F063C 24 1 1F478 1F3FC
F063D 24 1 1F478 1F3FB
F063E 24 1 1F47C 1F3FF
F063F 24 1 1F47C 1F3FE
F0640 24 1 1F47C 1F3FD
F0641 24 1 1F47C 1F3FC
F0642 24 1 1F47C 1F3FB
F0643 24 1 1F481 1F3FF
F0644 24 1 1F481 1F3FE
F0645 24 1 1F481 1F3FD
F0646 24 1 1F481 1F3FC
F0647 24 1 1F481 1F3FB
F0648 24 1 1F482 1F3FF
F0649 24 1 1F482 1F3FE
F064A 24 1 1F482 1F3FD
F064B 24 1 1F482 1F3FC
F064C 24 1 1F482 1F3FB
F064D 24 1 1F483 1F3FF
F064E 24 1 1F483 1F3FE
F064F 24 1 1F483 1F3FD
F0650 24 1 1F483 1F3FC
F0651 24 1 1F483 1F3FB
F0652 24 1 1F485 1F3FF
F0653 24 1 1F485 1F3FE
F0654 24 1 1F485 1F3FD
F0655 24 1 1F485 1F3FC
F0656 24 1 1F485 1F3FB
F0657 24 1 1F486 1F3FF
F0658 24 1 1F486 1F3FE
F0659 24 1 1F486 1F3FD
F065A 24 1 1F486 1F3FC
F065B 24 1 1F486 1F3FB
F065C 24 1 1F487 1F3FF
F065D 24 1 1F487 1F3FE
F065E 24 1 1F487 1F3FD
F065F 24 1 1F487 1F3FC
F0660 24 1 1F487 1F3FB
F0661 24 1 1F4AA 1F3FF
F0662 24 1 1F4AA 1F3FE
F0663 24 1 1F4AA 1F3FD
F0664 24 1 1F4AA 1F3FC
F0665 24 1 1F4AA 1F3FB
F0666 24 1 1F575 1F3FF
F0667 24 1 1F575 1F3FE
F0668 24 1 1F575 1F3FD
F0669 24 1 1F575 1F3FC
F066A 24 1 1F575 1F3FB
F066B 24 1 1F57A 1F3FF
F066C 24 1 1F57A 1F3FE
F066D 24 1 1F57A 1F3FD
F066E 24 1 1F57A 1F3FC
F066F 24 1 1F57A 1F3FB
F0670 24 1 1F590 1F3FF
F0671 24 1 1F590 1F3FE
F0672 24 1 1F590 1F3FD
F0673 24 1 1F590 1F3FC
F0674 24 1 1F590 1F3FB
F0675 24 1 1F595 1F3FF
F0676 24 1 1F595 1F3FE
F0677 24 1 1F595 1F3FD
F0678 24 1 1F595 1F3FC
F0679 24 1 1F595 1F3FB
F067A 24 1 1F596 1F3FF
F067B 24 1 1F596 1F3FE
F067C 24 1 1F596 1F3FD
F067D 24 1 1F596 1F3FC
F067E 24 1 1F596 1F3FB
F067F 24 1 1F645 1F3FF
F0680 24 1 1F645 1F3FE
F0681 24 1 1F645 1F3FD
F0682 24 1 1F645 1F3FC
F0683 24 1 1F645 1F3FB
F0684 24 1 1F646 1F3FF
F0685 24 1 1F646 1F3FE
F0686 24 1 1F646 1F3FD
F0687 24 1 1F646 1F3FC
F0688 24 1 1F646 1F3FB
F0689 24 1 1F647 1F3FF
F068A 24 1 1F647 1F3FE
F068B 24 1 1F647 1F3FD
F068C 24 1 1F647 1F3FC
F068D 24 1 1F647 1F3FB
F068E 24 1 1F64B 1F3FF
F068F 24 1 1F64B 1F3FE
F0690 24 1 1F64B 1F3FD
F0691 24 1 1F64B 1F3FC
F0692 24 1 1F64B 1F3FB
F0693 24 1 1F64C 1F3FF
F0694 24 1 1F64C 1F3FE
F0695 24 1 1F64C 1F3FD
F0696 24 1 1F64C 1F3FC
F0697 24 1 1F64C 1F3FB
F0698 24 1 1F64D 1F3FF
F0699 24 1 1F64D 1F3FE
F069A 24 1 1F64D 1F3FD
F069B 24 1 1F64D 1F3FC
F069C 24 1 1F64D 1F3FB
F069D 24 1 1F64E 1F3FF
F069E 24 1 1F64E 1F3FE
F069F 24 1 1F64E 1F3FD
F06A0 24 1 1F64E 1F3FC
F06A1 24 1 1F64E 1F3FB
F06A2 24 1 1F64F 1F3FF
F06A3 24 1 1F64F 1F3FE
F06A4 24 1 1F64F 1F3FD
F06A5 24 1 1F64F 1F3FC
F06A6 24 1 1F64F 1F3FB
F06A7 24 1 1F6A3 1F3FF
F06A8 24 1 1F6A3 1F3FE
F06A9 24 1 1F6A3 1F3FD
F06AA 24 1 1F6A3 1F3FC
F06AB 24 1 1F6A3 1F3FB
F06AC 24 1 1F6B4 1F3FF
F06AD 24 1 1F6B4 1F3FE
F06AE 24 1 1F6B4 1F3FD
F06AF 24 1 1F6B4 1F3FC
F06B0 24 1 1F6B4 1F3FB
F06B1 24 1 1F6B5 1F3FF
F06B2 24 1 1F6B5 1F3FE
F06B3 24 1 1F6B5 1F3FD
F06B4 24 1 1F6B5 1F3FC
F06B5 24 1 1F6B5 1F3FB
F06B6 24 1 1F6B6 1F3FF
F06B7 24 1 1F6B6 1F3FE
F06B8 24 1 1F6B6 1F3FD
F06B9 24 1 1F6B6 1F3FC
F06BA 24 1 1F6B6 1F3FB
F06BB 24 1 1F6C0 1F3FF
F06BC 24 1 1F6C0 1F3FE
F06BD 24 1 1F6C0 1F3FD
F06BE 24 1 1F6C0 1F3FC
F06BF 24 1 1F6C0 1F3FB
F06C0 24 1 1F918 1F3FF
F06C1 24 1 1F918 1F3FE
F06C2 24 1 1F918 1F3FD
F06C3 24 1 1F918 1F3FC
F06C4 24 1 1F918 1F3FB
F06C5 24 1 1F919 1F3FF
F06C6 24 1 1F919 1F3FE
F06C7 24 1 1F919 1F3FD
F06C8 24 1 1F919 1F3FC
F06C9 24 1 1F919 1F3FB
F06CA 24 1 1F91A 1F3FF
F06CB 24 1 1F91A 1F3FE
F06CC 24 1 1F91A 1F3FD
F06CD 24 1 1F91A 1F3FC
F06CE 24 1 1F91A 1F3FB
F06CF 24 1 1F91B 1F3FF
F06D0 24 1 1F91B 1F3FE
F06D1 24 1 1F91B 1F3FD
F06D2 24 1 1F91B 1F3FC
F06D3 24 1 1F91B 1F3FB
F06D4 24 1 1F91C 1F3FF
F06D5 24 1 1F91C 1F3FE
F06D6 24 1 1F91C 1F3FD
F06D7 24 1 1F91C 1F3FC
F06D8 24 1 1F91C 1F3FB
F06D9 24 1 1F91D 1F3FF
F06DA 24 1 1F91D 1F3FE
F06DB 24 1 1F91D 1F3FD
F06DC 24 1 1F91D 1F3FC
F06DD 24 1 1F91D 1F3FB
F06DE 24 1 1F91E 1F3FF
F06DF 24 1 1F91E 1F3FE
F06E0 24 1 1F91E 1F3FD
F06E1 24 1 1F91E 1F3FC
F06E2 24 1 1F91E 1F3FB
F06E3 24 1 1F926 1F3FF
F06E4 24 1 1F926 1F3FE
F06E5 24 1 1F926 1F3FD
F06E6 24 1 1F926 1F3FC
F06E7 24 1 1F926 1F3FB
F06E8 24 1 1F930 1F3FF
F06E9 24 1 1F930 1F3FE
F06EA 24 1 1F930 1F3FD
F06EB 24 1 1F930 1F3FC
F06EC 24 1 1F930 1F3FB
F06ED 24 1 1F933 1F3FF
F06EE 24 1 1F933 1F3FE
F06EF 24 1 1F933 1F3FD
F06F0 24 1 1F933 1F3FC
F06F1 24 1 1F933 1F3FB
F06F2 24 1 1F934 1F3FF
F06F3 24 1 1F934 1F3FE
F06F4 24 1 1F934 1F3FD
F06F5 24 1 1F934 1F3FC
F06F6 24 1 1F934 1F3FB
F06F7 24 1 1F935 1F3FF
F06F8 24 1 1F935 1F3FE
F06F9 24 1 1F935 1F3FD
F06FA 24 1 1F935 1F3FC
F06FB 24 1 1F935 1F3FB
F06FC 24 1 1F936 1F3FF
F06FD 24 1 1F936 1F3FE
F06FE 24 1 1F936 1F3FD
F06FF 24 1 1F936 1F3FC
F0700 24 1 1F936 1F3FB
F0701 24 1 1F937 1F3FF
F0702 24 1 1F937 1F3FE
F0703 24 1 1F937 1F3FD
F0704 24 1 1F937 1F3FC
F0705 24 1 1F937 1F3FB
F0706 24 1 1F938 1F3FF
F0707 24 1 1F938 1F3FE
F0708 24 1 1F938 1F3FD
F0709 24 1 1F938 1F3FC
F070A 24 1 1F938 1F3FB
F070B 24 1 1F939 1F3FF
F070C 24 1 1F939 1F3FE
F070D 24 1 1F939 1F3FD
F070E 24 1 1F939 1F3FC
F070F 24 1 1F939 1F3FB
F0710 24 1 1F93C 1F3FF
F0711 24 1 1F93C 1F3FE
F0712 24 1 1F93C 1F3FD
F0713 24 1 1F93C 1F3FC
F0714 24 1 1F93C 1F3FB
F0715 24 1 1F93D 1F3FF
F0716 24 1 1F93D 1F3FE
F0717 24 1 1F93D 1F3FD
F0718 24 1 1F93D 1F3FC
F0719 24 1 1F93D 1F3FB
F071A 24 1 1F93E 1F3FF
